calendario,sector,nombreestablecimiento,telefono,nombre_Rector,correo_Electronico,direccion,secretaria,zona,tipo_Establecimiento,etnias,genero,niveles,jornadas,caracter,especialidad,grados,modelos_Educativos,capacidades_Excepcionales,discapacidades,idiomas,numero_de_Sedes,estado,prestador_de_Servicio,propiedad_Planta_Fisica,resguardo,matricula_Contratada,internado,estrato_Socio_Economico,año
A,,JARD INF PIEDRA VERDE,6933649,SONIA LOPEZ GRACIA ,,CL 136 C 125 25,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA,TARDE",NO APLICA,,"-2,-1,3,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,1,NUEVO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,JARD INF SATELITE PRIMAVERA,2011453,DORA ALICIA CASTILLA ,,TV 40 C 6 B 26,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,JARD INF SAMORE,6682598,CLARA MARITZA PEÑA,,CL 41 SUR 31 77,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,JARD INF PALERMO SUR,2054682,YUDY ZULIMA AMAZO,,CL 49 D SUR 2 B 50,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA","COMPLETA,TARDE",NO APLICA,,"-3,6",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,JARD INF BUENAVISTA,7913956 - 7914022,EVELYN CAQRRIONI DENYER,,CL 78 SUR 17 F 80,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,TARDE",NO APLICA,,"-2,-1,3,6",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COLEGIO CODEMA (IED),4484613 - 14 - 15 - 16,MIGUEL LUBIN MILLAN RUIZ,inseducodema@redp.edu.co - paulocodema@gmail.com - cocodema@gmail.com,CL 2 93 28,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,OFICIAL,OFICIAL,NO APLICA,NO,,,2016
A,,COL INTEGRADO NUEVA COLOMBIA                                                                        ,7775512,CARMEN LUCIA CARREÑO,cincc2@latinmail.com   cincc2007@hotmail.com                             ,KR 73 H SUR 60 A 25,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC INF Y GUARD LOS TATICOS                                                                         ,2996203 / 4509314,PAOLA ANDREA DIAZ RODRGUEZ,paoladiazrodriguez@yahoo.es,CL 47 SUR 78 G 31,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC MAURITANIA                                                                                      ,7153674,EVELYN MORENO VALENCIA,yanethmosqueramoreno@hotmail.com,KR 23 C 63 B 04 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"1,2,4,5,6,7,8,9",,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC INF CRECER JUNTOS                                                                               ,6831735,MARIA CRISTINA CARDOZO GARCIA,liccrecer@yahoo.es,CL 136 A 102 A 42,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC CHICO CAMPESTRE                                                                                 ,6762272 -- 6762249,IVAN MOLANO CAMACHO,info@liceochicocampestre.edu.co,CL 221 53 82,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC FRANCISCO JULIAN OLAYA                                                                          ,2259155,CLAUDIA YANIVE PRIETO CASTILLO,liceofranciscojulianolaya2013@gmail.com -- yamile_misbebes@hotmail.com,AV 81 38 00,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",MAÑANA,NO APLICA,,"0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,REGIMEN ESPECIAL,REGIMEN ESPECIAL,NO APLICA,NO,,,2016
A,,JARD INF LA ALEGRIA DE CRECER,2133282/6124871,MARIA DEL PILAR PEÑA SARMIENTO,,CLL. 121 NO.26-29,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COLEGIO AVE MARIA                                                                                 ,2460868,HNA. AMPARO DEL ROCÍO LOAIZA VANEGAS,avemaria.colegio2@gmail.com,CL 12 SUR 4 40,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,COL NUEVO ESTILO                                                                                    ,4338235 / 4338223                                 ,LUZ AMPARO SEDANO CASTRO,,KR 120 64 50,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC DE DESARROLLO INFANTIL NUEVO COLOMBIANITO                                                       ,6855851 -- 6843608 --  6856394,ANA ORLANDA SANCHEZ CUERVO,liceocolombianito2001@hotmail.com,CL 128 B BIS A 91 87,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL AMANECER                                                                                        ,2952464 / 4105085                                 ,MARIA MERCEDES MOJICA NORIEGA,,CLL. 43 BIS NO.73A-12/14,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,"SV-BAJA VISIÓN,SV-CEGUERA",INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL RAFAEL GOBERNA II SEDE                                                                          ,4538450,LIBORIO LOPEZ QUINTERO,colegiorafaelg@007mundo.com                       ,CL 38 C SUR 95 A 35,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,,,2016
A,,INST ACAD LA PORTADA                                                                                ,7834232,MARIA HILDA PINEDA FORERO,,KR 102 C 57 10 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",MAÑANA,ACADÉMICO,ACADÉMICA,"1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL JOSE PRUDENCIO PADILLA                                                                          ,3679066,MILENA LEON PEREZ,colegiojoseprudenciopadilla@gmail.com,CL 41 A SUR 3 50 ESTE,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN VILLAMARIN                                                                                     ,2788896 -- 3614657,BLANCA AURORA SOLARTE VILLAMARIN,gimnasio_villamarin@hotmail.com,CL 31 B SUR 15 B 12,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,DI-COGNITIVO,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC APRENDO CON MIS AMIGOS                                                                          ,2671099,YANNETH CONSUELO BOLIVAR GAITAN,,CR. 94 NO.29-30,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL PSICOPEDAG JUANITO BOSCO                                                                        ,2072017,ANA ROSA BENAVIDES DE ACUÑA,cpjbosco@hotmail.com,KR 1 42 A 43 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD GUARD CURIOSEAR JUGAR Y APRENDER                                                               ,6823264,JEANNETTE CEPEDA MUNEVAR,jardinguardcuriosearja@hotmail.com                ,CR. 98A NO.144-46,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INST PSICOPEDAG COLOMBIA NUEVA                                                                      ,2641815,LUZ DARY MOLINA SEGURA,,CR.78K NO. 42A-22 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL CHAMBERS                                                                                        ,2608667 / 4034665,YADIRA REINEL MONSALVE,colegio_chambers@hotmail.com,CL 4 SUR 71 D 78,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,CENT DE EDUC DE ADULTOS CULTURAL,5382497,JOSE NELSON AREVALO CASTELLANOS,,CL 139 A 111 04,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"MEDIA,BÁSICA SECUNDARIA",NOCTURNA,ACADÉMICO,ACADÉMICA,"23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,SER",,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN PINOSIERRA  LAS ABEJITAS,6819883,ALMANZA LUZ STELLA,,CL 147 76 93,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,NOCTURNA,TARDE,FIN DE SEMANA",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26","PREESCOLAR ESCOLARIZADO_,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INST PEDAG  MODERNO,6807897,MONICA XIMENA QUINTERO,,CL 122 96 62,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,"SV-BAJA VISIÓN,DI-COGNITIVO,HIPOACUSIA O BAJA AUDICIÓN",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMNASIO SAN ANGELO                                                                              ,6760873 -- 6686555 -- 2743191 -- 2580662,MARIA ISABEL ALVAREZ ISAZA,mariaisabel-gsarectora@hotmail.com -- balvarez_isaza@hotmail.com,CL 142 18 A 51,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,HIPOACUSIA O BAJA AUDICIÓN",,1,ANTIGUO-ACTIVO,SOCIEDAD,SOCIEDAD,NO APLICA,NO,,,2016
A,,COL MANDALAY,2641967,NOHORA IZQUIERDO DE ROJAS,,KR 74 A 4 34,BOGOTA,URBANA,INSTITUCION EDUCATIVA,AMORÚA,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,LESIÓN NEUROMUSCULAR,HIPOACUSIA O BAJA AUDICIÓN",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC LATINOAMERICANO DEL SUR,7645719,MARTHA INES GIRON AVENDAÑO,liceolatinolls@hotmail.com,CL 80 SUR 1 H 13,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL PSICOPEDAG MONSEÑOR JAIME ALBERTO BONILLA NIETO,7646290,GABRIEL GARCIA GARCIA,colegiomonjalboni@hotmail.com,KR 3 68 B 20 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INST PEDAG LA REAL SOCIEDAD,7685287 -- 3118693999,NUBIA ESTELLA RODRIGUEZ SARMIENTO,inst.realsociedad@gmail.com -- ipres05@yahoo.com,KR 12 76 A 32 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,ÚNICA",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF LOS MUÑECOS DE NANY,2639212,JENNY GIOVANNA ZAMUDIO PULIDO,,CLL. 49A NO.75-42,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF EL PEQUEÑO INVESTIGADOR,4411286,MARIA EUGENIA PEREA PUENTES,jardin_peque@hotmail.com -- jardinpereafuentes@hotmail.com,KR 116 B 80 A 69,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,MÚLTIPLE DISCAPACIDAD,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC  PSICOPEDAG CULTURAL,2383049,DORY YANETH SANCHEZ CHAPARRO ,liceoculturalinformaciones@yahoo.com.co,CL 43 SUR 69 A 75,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF EL REFUGIO DE HEIDY,2649209/2731001,DILIANA RAMIREZ GARCIA,,AV 5 A 74 22,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,PREESCOLAR ESCOLARIZADO_,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF MI PEQUEÑO GRAN MUNDO                                                                      ,6729513,CLAUDIA MARCELA SANCHEZ RAMIREZ,lucyacorrea@yahoo.com,KR 50 A 174 A 33,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",NO APLICA,,"-2,-1,0,1,2,5","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,SV-BAJA VISIÓN,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INETEC                                                                                              ,7756591,CARLOS  ALBEIRO VELEZ ALVAREZ,colegioinetec@yahoo.com,TV 83 70 08 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"MEDIA,BÁSICA SECUNDARIA",MAÑANA,ACADÉMICO,ACADÉMICA,"23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC AMOR Y CIENCIA,2510285 / 5358545/5351585,CLARA INES MUÑOZ DE PERALTA,,KR 90 B 86 34,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL PARA HIJOS EMPLEADOS CONTRALORIA GRAL REP (COTRANAL)                                            ,5481977 -- 5481970 -- 2229925 -- 2229927,LUIS FERNANDO TARQUINO OROZCO,colegio@fbscgr.gov.co -- ldiaz@fbscgr.gov.co,CL 57 B 37 34,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INST DE BTO INTEGRAL IDIPRON                                                                        ,4336104 -- 3100411 EXT 203-204,MARÍA VICTORIA  NARVAEZ BUCHELLI,idipronpedagogia2011@hotmail.com,IND PARQUE DISTRITAL LA FLORIDA COSTADO SUR OCCIDENTAL,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,1,ANTIGUO-ACTIVO,REGIMEN ESPECIAL,REGIMEN ESPECIAL,NO APLICA,NO,,,2016
A,,LIC Y JARD INF FANTASIAS DE PIOLIN                                                                  ,7758465,GLADYS REY RAMIREZ,,KR 84 70 09 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,CAJA DE COMPENSACIÓN,CAJA DE COMPENSACIÓN,NO APLICA,NO,,,2016
A,,COL CARLOS V                                                                                        ,7143897,MARTHA LUCIA GOMEZ DELGADO,colegiocarlosv@hotmail.com   elcolegiocarlosquinto@gmail.com                       ,CL 47 SUR 24 42,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,SÍNDROME DE DOWN",HEBREO,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL TRIANGULO CHAPINERO,2101111,LUIS HENRY MORALES CADENA,info@institutotriangulo.edu.co,IND AV. CARACAS NO. 67-33 PS.2,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,FIN DE SEMANA",ACADÉMICO,ACADÉMICA,"21,22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIM INF ALMENDROS                                                                                   ,6921704,MARIA CONSEJO,jialmendros@hotmail.com                           ,CRA 114 B NO. 152 -78,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",NO APLICA,,"-2,-1,0,1,2",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC  ANTONIO BOLAÑOS                                                                                ,7771351,OLGA LUCIA GUTIERREZ,liceoantonio@hotmail.com,CL 56 F SUR 71 F 33,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL NSTRA SRA DE LAS VICTORIAS                                                                      ,2798220 / 2690295 / 5686808                       ,HNA ANA MARIA CUBERO QUIROS,nugarte_p@hotmail.com                             ,KR 13 57 52 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,LIC PARROQ SAN JOSE                                                                                 ,7607585,ANDRES PEREZ LIZARAZO,lpsj2003@yahoo.com,TV 13 H 45 F 33 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",TÉCNICO / ACADÉMICO,"COMERCIAL,ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF LOS CHAVITOS CREATIVOS                                                                     ,2608129,ELIZABETH PALACIO ARCE,chavitos98@hotmail.com,CL 3 A 51 A 47,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
